text,sentiment,brand
tempat mayan nyaman buat ngobrol dan nongkrong makanan ala kadar dan mahal layan aduh ancur banget suruh ambil kopi sendiri dan ambil makanan sendiri pdhal makanan nya mahal2 shrusnya layan juga oke,negative,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
yang bikin kangen ketemu sama temen lama di bandung,negative,Kopi Nako
layan nya baik sama tempat juga enak,positive,Kopi Nako
kopi dan snack nya enak enak tempat nyaman buat kumpul2 dengan teman dan klg toilet dan musola bersih,positive,Kopi Nako
selalu nyaman ngopi sambil pasosore di kopi nako banyak spot foto ciamik toilet super bersih camil enak enak minuman2nya juga enak utama teh ella 19 k dan rosberinya 29 k aduh sekali minum saking enak cuma karena hampir banyak tempat duduk di area buka sempat ke sini pas tiba tiba hujan dan kelar rebut tempat duduk sama orang orang di indoor area,positive,Kopi Nako
good place nice atmosphere,positive,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
cocok buat nongs parkir mobil di pinggir jalan sayang,positive,Kopi Nako
enak banyak pohon sejuk,positive,Kopi Nako
lama bangke,negative,Kopi Nako
tempat ok tapi kurang karyawan kali ya buat anterin makan padahal sen nya klo byk hrs bolak balik turun naik tangga,negative,Kopi Nako
tempat nyaman dan makanan enak bikin jatuh cinta,positive,Kopi Nako
kakak friendly banget suasana nyaman tempat oke banget,positive,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
nyaman rame luas enak murah cuman agak susah kalo ujan tapi ain payung ko,positive,Kopi Nako
nako best semua makan enak tempat nya juga asik banget buat nongkrong rekomen pokok,positive,Kopi Nako
tempat aethetic cozy juga kopi enak,positive,Kopi Nako
layan bagus di bantu mba irma konfirmasi order cepat suasana nyaman apalagi kalau sore lokasi strategis tambah tempat parkir mobil yang pada untuk minuman saya pesan kopi nako ini mantap sih creamy punya rasa yg khas makan cukup oke overall saya bakal balik nongki sini thnks,positive,Kopi Nako
tempat nyaman untuk nongkrong dan ada live music nya,positive,Kopi Nako
tempat nyaman,positive,Kopi Nako
kopi nya enak ramah pelayanannyaa,positive,Kopi Nako
cozy place affordable untuk menu nya oke laa yaa not bad emg cocok buat nongki,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
desain similar dengan kopi nako sparc senayan untuk ngopi duduk atas sejuk pandang hijau banyak pohon2,negative,Kopi Nako
tiap minggu pulang les anak2 pasti selalu mampir ke sini untuk makan siang anak2 senang dengan makan dan juga suasana nyaman estetik dan seru ad foto box dan bisa liat ikan harga nya affordable tempat duduk banyak pilih enak untuk kumpul dengan keluarga atau nongki dengan teman2,positive,Kopi Nako
tempatny ok banget tema industrial menu lucu2 enak juga harga lumayan lah tengah enak buat foto2,positive,Kopi Nako
layan bagus bangett makan enak mantap,positive,Kopi Nako
makanan dan monumannya enak enak waiternya juga baik baikk,positive,Kopi Nako
tempat yg enak buat dar lepas lelah karena kopi dan makan,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
lumayan tempat nya estetik tapi hubung dtgnya pas hujan jadi sayang banget tidak kedapetan tempat dan hrs duduk pinggir,negative,Kopi Nako
tempat favorit klo ke kbp ya kopi nako suana nya enak saja buat nongkrong pilih menu nya banyak dari mulai camil sampe makanan berat ada,positive,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
ciri khas banget yaaa tata ruang d cabang mana pun sama kopi enak lah ya,positive,Kopi Nako
banyak bot,negative,Kopi Nako
banyak bot,negative,Kopi Nako
bagus banget enak ambience nya,positive,Kopi Nako
nice place to hangout,positive,Kopi Nako
kopinaa mantap kali bestie layan baik khususna teh rishel,positive,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
majority of the seats are outdoors so if you come during rainy days be sure to pick an indoor seat food and coffee was mediocre and a bit overpriced to be honest but still in range of standard price in bandung it has nice bathrooms and decent prayer rooms though,negative,Kopi Nako
tempat nongkrong di kbp yang oke,negative,Kopi Nako
makan lumayan enak cocok untuk tempat nongkrong,positive,Kopi Nako
briefing terlalu lama tanpa beri tahu kata sebentar lagi tapi malah jadi masih lama kita buat tunggu terlalu lama tanpa jelas bad service karena tidak beri pasti pasti jika ada briefing seperti itu beri jelas jangan diam begitu saja kasi yang sudah tunggu,negative,Kopi Nako
layan lama,negative,Kopi Nako
pertama kali kesini saya pesan es kopi nako saja teman saya pesan affogato kentang goreng dan mie ayam nako es kopi nako nya enak skala 7 10 kentang goreng nya enak pas garam mie ayam nako nya terlalu matang jadi benyek mi nya untuk sambal nya ok pedas affogato nya juga enak 7 10 ambience nya yang juara apalagi pagi masih belum ramai orang area outdoor nya banyak cuma kalau hujan jadi kurang ramah buat yang bagi duduk luar tadi info staf nya untuk bersih area yang ada kotor binatang cepat laku bersih layan staf ramah dan informatif,positive,Kopi Nako
sangat cocok buat nongkrong,positive,Kopi Nako
negatif parkir buat mobil susah pinggir jalan jatuh kaya parkir ilegal khawatir aman parkir bisa buat motor doang yang di dalam rasa makanan biasa saja meski harga emang standart sih tapi banyak tempat lain ngasih harga sama rasa lebih enak selain itu variasi tidak ada cocok buat nongkrong sekal krn emang suasana enak,negative,Kopi Nako
males banyak bencong sarang botytatapi suasana lighting nya enak,negative,Kopi Nako
mantap jiwa rag denganbpelayanan baik,positive,Kopi Nako
kopi nako bandung rupa tempat nongkrong yang sangat asik untuk anak muda suasana yang santai dan penuh energi tambah dengan desain interior yang modern buat tiap kunjung asa senang menu kopi yang nikmat dan pilih camil kreatif tambah seru kumpul sama teman teman layan yang ramah dan vibe yang kini jadi kopi nako pilih tepat untuk lepas penat dan nikmat momen santai,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
makan enak2 kopi juga enak dan jangan lupa kalo mau pesan2 ke mas zidan baik sekali,positive,Kopi Nako
untuk minum saya suka dan manis pas dan layan juga baik di layan oleh ka rishel,negative,Kopi Nako
coba kopi sayang strong kopi susu gula aren seperti kopi rasa sih cuma sygnya gula banyak jd tutup rasa kopi tempat juga enak sih buat ngobrol,positive,Kopi Nako
layan lama,negative,Kopi Nako
tolong dong buat online order perhati ojol driver nunggu tuh makan waktu sedang sini online lama banget layan nya kita driver harus cari order yg lain tidak ngurusin order kopi nako doang,negative,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
good vibes comes with tasty f b,positive,Kopi Nako
cozy place banget,positive,Kopi Nako
tempat bagus,positive,Kopi Nako
lumaya antri pas minggu sore sen pisang keju apa nama yg pertama sen banyak porsi dan toping nya krn puas sen lagi dong yg dua elah iprit mungkin sudah abis kali pisang kopi nya standart lah tidak ada rasa khas nya gitu yg bikin pen balik lagi satu lagi tolong karpet mushola nya lembab banget jd agak risih pas sujud bau kurang enak alias bau kaki tolong di perhati juga ya,negative,Kopi Nako
tempat enak buat nongkrong paling mantap sich kopi durian,positive,Kopi Nako
mantap kopi nya enak barista nya baikk seru tempat nyaman banget recommended kalo nyari tempat nongki kesini ajaa,positive,Kopi Nako
alam pertama ngopi di kopi nako tempat enak bersih cocok buat foto foto buat nyantai pokok wajib coba ngopi plus pisang goreng toping keju mantap,positive,Kopi Nako
kopi aesthetic nambah lagi di bandung konsep indoor outdoor sedih kalo panas ato hujan aga ribet yaa soal indoornya dikit jadi mungkin aga desek2an cuma saran ditambahin atap transparan saja di atas at least klo ujan masih bisa outdoor oia musholanya enak mayan gede overall cocok soh buat konglow ato nongkrong ngobrol lama,positive,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
briefing terlalu lama tanpa beri tahu kata sebentar lagi tapi malah jadi masih lama kita buat tunggu terlalu lama tanpa jelas bad service karena tidak beri pasti pasti jika ada briefing seperti itu beri jelas jangan diam begitu saja kasi yang sudah tunggu,negative,Kopi Nako
layan dan makanan sangat wort it tengkyu kopi nako,negative,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
ribut sama tukang parkir yg lagi mabok 2org adik dan kaka tdk ada sopan nya sama sekali dikarnakan parkir mobil susah dan di suruh pindah pulang nya di minta 10 rb saya tidak bakal kesini lagi,negative,Kopi Nako
tempat kopi paling cozy di bandung,positive,Kopi Nako
nyaman cozy,positive,Kopi Nako
tempat enak makan juga enak,positive,Kopi Nako
nasi goreng dengan rasa tidak jelas,negative,Kopi Nako
kalo hujan repot saja,negative,Kopi Nako
musik dj ganggu,negative,Kopi Nako
coffee was good their food was good although not great i ordered tahu walik okay tempe mendoan wasn t authentic mendoan but okay pisang gula aren keju great rice menu was okay but kind of overpriced for the taste service was great atmosphere was good,negative,Kopi Nako
enak buat nongki,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
menu fav kopi nako duren candu banget rasa bikin tagih tempat nya instagramable banget enk nya siang klo kesini klo hari weekend duhh full banget cuma syng close mpe jam 10 mlem padahal msh rame lampu uda di mati asa ngusir,positive,Kopi Nako
enak banget makasii bintang 5,positive,Kopi Nako
tempat enak buat nongkrong sore ke malam,positive,Kopi Nako
keren tempat enak kopi suka,positive,Kopi Nako
makan udah enak minum udah seger eh tugas parkir tidak bantuin saya yang sulit keluar malah duduk2 saja ngerokok depan gerbang masuk ada 3 orang padahal sambil minta 3000,negative,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
comfort place,negative,Kopi Nako
bagus tempat enak juga worth it,positive,Kopi Nako
nyaman banget minum enak,positive,Kopi Nako
suasana sejuk adem asa daerah atas harga jangkau dengan rasa yg mantaaf,positive,Kopi Nako
it was okay small space upstairs and too packed the food was great with their prices,positive,Kopi Nako
layan nya ramah banget makan juga recommended banget wajib cobain kesini,positive,Kopi Nako
kurang parkir mobil saja sih sisa all good,negative,Kopi Nako
kasir jutek,negative,Kopi Nako
enak buat ngadem,positive,Kopi Nako
nice place to relax just to have a cup of coffee or hanging out,positive,Kopi Nako
tempat yg cozy untuk nongkrong cocok untuk anak muda,negative,Kopi Nako
untuk minuman nya suka dan manis pas dan layan sangat baik oleh ka rishel,positive,Kopi Nako
ih cool banget,positive,Kopi Nako
tempat nyaman sayang parkir kurang luas mobil parkir di badan jalan,negative,Kopi Nako
buat yang baru pertama kali kesini harus bawa debit ya cash no only,negative,Kopi Nako
iced latte had a hair in it french fries were really bad because of the old cooking oil only good thing was the atmosphere,negative,Kopi Nako
baru saja hilang sepatu saat sedang solat dan tidak ada tanggung jawab sama sekali dari pihak nako nya,negative,Kopi Nako
enak harga pas rasa enak tempat si yg enak banget,positive,Kopi Nako
rasa kopi susu durian mantap banget tempe mendoan juga sedaap layan mbak rishel cepat ramah dan muas,positive,Kopi Nako
males banyak bencong sarang botytatapi suasana lighting nya enak,negative,Kopi Nako
cafe yang cukup rame di kota bandung pilih menu agam tempat asik da area parkir pada,positive,Kopi Nako
they have variative coffee menu the place is relaxing,positive,Kopi Nako
cozy kopi durena manteb,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
delicious food and drink,positive,Kopi Nako
makan enaak tempat enak jugaa nyaman,positive,Kopi Nako
kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,Kopi Nako
teteh teteh nya cantik baik madep,positive,Kopi Nako
untuk minum saya suka dan manis pas dan layan juga baik di layan oleh ka rishel,negative,Kopi Nako
males banyak bencong sarang botytatapi suasana lighting nya enak,negative,Kopi Nako
kopi nako selalu punya konsep yang tarik di tiap kedai cocok banget nih buat nongkrong bareng pasang sahabat bahkan keluarga menu yang tawar juga variasi dan harga pun jangkau banget,negative,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
salah satu tempat ngopi favorit kopi enak2 makan juga enak2 favorit makanan nasi merem melek ayam crofflenya favorit kopi yg kopi kaktus wajib coba,positive,Kopi Nako
tempat nyaman enak untuk ngopi bareng teman teman,positive,Kopi Nako
makanan n kopi enak2,positive,Kopi Nako
ke sini belum jam makan siang dan weekday jd suasana enak sepi lbh byk area outdoor drpd indoornya untuk makanan aku sen nasgor dor isi nasi mix vegetable dor kecil dor tidak ada kerupuk tapi untung sambelnya enak sen es krim kopi enak tidak terlalu manis harga murah,positive,Kopi Nako
tempat enak buat ngejain tugas apa lagi skripsi minuman dan makan pun enak,positive,Kopi Nako
suasana yg oke biat santai ngobrol enak kopi americanonya cocok selera saya aga bitter,positive,Kopi Nako
lebih baik makanan di pesan yg perlu waktu buat yaa di antar oleh layan karena klo kita bagi duduk di depan pr sekali bgambil pesan trimakasih sukses selalu,negative,Kopi Nako
tempat nyaman sayang parkir kurang luas mobil parkir di badan jalan,negative,Kopi Nako
