text,text,sentiment,brand
"COMPLAINT ATAS PEGAWAI SHIFT JAM 10.28 - 16 SEPTEMBER 2025 - RUKO KOPO BIHBUL

Keluhan atas pelayanan dan kasir 16 september 2025, jam 10.28. Mohon diinfokan siapa yg bertugas di shift tersebut.

Saya order untuk anak saya yg menunggu di mobil,
Saya pesan ice caffe latte. Se sederhana kopi susu jika memang kasir perlu di translate dan disamakan dengan toko2 lain.

Yang mereka kasih ice malt latte. Lalu saya complain, harus 5 menit anak saya jelaskan melalui telfon, karyawan perempuan di jam 10.28 ini sulit sekali memahami bahwa yg anak saya order hanya kopi susu. Perlu waktu untuk menjelaskan hal yang SANGAT SEDERHANA.

Akhirnya petugas laki2 yg menerima telfon, dan diganti dengan ice latte biasa. Yang memang saya order.

NAMUN, HARGA ICE CAFE MALT DAN ICE CAFE LATTE ITU BERBEDA. Meskipun bedanya tidak seberapa, tetapi TIDAK ADA ITIKAD DARI KASIR TERSEBUT UNTUK MEMPERBAIKI ATAU MENGEMBALIKAN KEMBALIAN SAYA. ice cafe malt saya kembalikan dan yang saya bawa hanya ICE CAFE LATE DENGAN HARGA ICE CAFE MALT.

Ini menunjukan bahwa, kasir perempuan tidak paham dengan menu di tempat kerjanya.
Tidak ada niat untuk memberikan pelayanan yg baik untuk customer.
Apakah ada tindak kesengajaan dari kasir untuk memberika menu yg lebih mahal?

Bagi sebagian orang, mungkin Oatside dianggap keren, termasuk kasir perempuan yg menyebutkan bahwa “ini pake oatside susunya”
YA SAYA JUGA TAU OAT DI KOPI KENANGAN MENGGUNAKAN OAT MILK, YANG SAYA ORDER HANYA SUSU BIASA.

Jika kasir paham, kandungan kadar gula di OAT dengan SUSU BIASA itu berbeda. YANG SAYA MAU BUKAN HANYA KEREN2AN PAKAI OATMILK, saya kalau order, hanya order yg saya butuh yaitu susu biasa.

Mohon diingat, tidak ada kembalian yang diberikan oleh karyawan, saya harus marah2 dulu hanya untuk menjelaskan yg saya mau hanya susu biasa bukan oatmilk. Dan saya hanya harus mengembalikan orderan yg salah, dan hanya membawa orderan yang semestinya setelah harus berhadapan dengan ketidak tahuan pegawai  kopi kenangan kopo bihbul. which actually fine, tapi karena saya harus marah2 dulu karena pegawai nya tidak mempelajari menu, harus saya sampaikan disini.

COMPLAINT ATAS PEGAWAI SHIFT JAM 10.28 - 16 SEPTEMBER 2025 - RUKO KOPO BIHBUL","Keluhan resmi atas pelayanan pada shift 10:28 tanggal 16 September 2025 di Ruko Kopo Bihbul: ada kekeliruan menu (ice malt latte diberikan padahal yang dipesan ice caffe latte) dan kasir perempuan sulit memahami pesanan melalui telepon sehingga memerlukan waktu lama untuk klarifikasi. Setelah perbaikan, pelanggan menerima item yang benar namun tidak menerima pengembalian uang selisih harga. Keluhan ini menunjukkan kurangnya pemahaman kasir terhadap menu dan kurangnya itikad untuk memperbaiki kesalahan. Mohon diinformasikan siapa yang bertugas pada shift tersebut dan tindaklanjut yang diambil oleh manajemen.",negative,Kopi Kenangan
"order choco black forest via apps dan masih TERSEDIA dan tibatiba di telfon sama admin kalau stock habis, minta cancel gabisa dan ribet. kacau","772|||Saya memesan choco black forest via aplikasi dan terdapat ketersediaan, namun tiba-tiba dihubungi admin bahwa stok habis dan pembatalan tidak mudah; prosesnya merepotkan.",negative,Kopi Kenangan
"Tempat nyaman,",783|||Tempatnya nyaman.,positive,Kopi Kenangan
Sempit tapi lumayan oke. Ada yang lagi tele conference juga kelihatannya nyaman-nyaman aja. Cuma itu napa lantainya naik dikit di lawang pintu ya... rawan kesandung tuh.,Tempat cukup sempit namun lumayan. Ada yang sedang telekonferensi dan tampak nyaman. Hanya saja lantainya sedikit naik saat pintu masuk sehingga rawan tersandung.,positive,Kopi Kenangan
"Karyawannya banyak tp gaada yg standy by drive thru, udah pencet bel lama bgt baru dateng orangnya. Padahal jelas2 sepi bgt. Udah komplain langsung bilang lama bgt datengnya gaada kata maaf sama sekali malah jutek bgt. Tolong service nya diperbaiki ya. Baru di outlet ini aja yg service nya kurang bagus","Karyawannya banyak tetapi tidak ada yang siaga di drive-thru; setelah menekan bel lama baru ada yang datang meski suasana sangat sepi. Setelah mengeluh, staf mengatakan petugas datang lama tanpa permintaan maaf dan terkesan jutek. Tolong perbaiki layanan. Baru di outlet ini pelayanannya kurang baik.",negative,Kopi Kenangan
Saya pesan kopi kenangan mantan 5 reguler tanpa es tapi yg dikirim pakai es normal semuanya. Tolong diperbaiki lagi pelayanannya,"1080|||Saya memesan lima Kopi Kenangan Mantan reguler tanpa es, namun yang dikirim semua menggunakan es. Mohon perbaiki layanan.",negative,Kopi Kenangan
AC nya dingin.. cocok bagi yang ga suka gerah,887|||AC-nya dingin; cocok bagi yang tidak suka gerah.,positive,Kopi Kenangan
♥️,1378|||Saya menyukainya.,positive,Kopi Kenangan
Cocok banget buat wfc barista ramah ramah bgt the best pokoknya,515|||Sangat cocok untuk WFC; barista sangat ramah dan terbaik.,positive,Kopi Kenangan
Cara kerjanya lelet bgt,735|||Cara kerjanya sangat lambat.,negative,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","1049|||Pelayanan dan tempat oke, namun petugas parkir bersikap tidak menyenangkan: diberi Rp3.000 masih meminta lebih meskipun membawa motor. Mohon manajemen Kopken mengajarkan attitude kepada petugas parkir.",negative,Kopi Kenangan
"Jauh jauh ke Bandung beli kopi kenangan juga, taste hampir ga pernah mengecewakan sih. Pelayanan oke, cepet, dan rasa enak. Makasih","1035|||Saya rela datang jauh ke Bandung untuk membeli Kopi Kenangan; rasanya hampir tidak pernah mengecewakan. Pelayanan oke, cepat, dan rasanya enak — terima kasih.",positive,Kopi Kenangan
"Tempatnya enak tapii sialan tukang parkirnyaa …. Yng siang baik2 banget sopan ramah, yang malemm kyk setan udh tua bangka lagi … gua kena palakk awalnya oke minta 3000 ehh bsknya gua kasih 3000 gk mau … mintaa 5000 mana marah2 gua kasih 5000 dianya gk terimaaa … pantess gua liat kok jarang ada anak2 kampus nongki disini (gk sebanyak cafe lain) ternyata kalo malemm ada si tua bangkaaaa … sumpah mana plat gua ditandain lagi .. di usir gk ush ke sini lagi katanya .. OKE gua jabanin gk dateng lagi gua maless juga ketemu tua bangka … MOHOONNN DITINDAKK SIAPAPUN BUAT PEMILIK RUKO MAU KOPKEN KFC ATM DLL MERESAHKAN BANGETT TUKAN PARKIRR MALEMNYAAAAAA DAH BANYK KORBANNYA KENA PALAKK INI","649|||Tempat enak namun tukang parkir malam yang menakutkan dan meminta uang sewenang-wenang membuat saya tidak nyaman; pengalaman saya diberhentikan dan diberi perlakuan buruk. Mohon pemilik ruko, Kopken, KFC, ATM, dan lain-lain mengambil tindakan terhadap tukang parkir yang melakukan pungli pada malam hari karena sudah banyak korban.",negative,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",1290|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"696|||Sedih karena mendapat milkbun yang agak basi, sepertinya sisa dari kemarin karena tinggal satu.",negative,Kopi Kenangan
"Ternyata lokasinya tidak berada didalam kompleks ruko, adanya di jl surya sumantri","Ternyata lokasi gerai ini tidak berada di dalam kompleks ruko, melainkan di Jalan Surya Sumantri.",positive,Kopi Kenangan
"Baru kali ini kopi kenangangan yang online disuruh antri sama tamu reguler , antrian reguler sampai ke pintu ,
Perbaiki untuk offline dan online",Terjadi situasi di mana pelanggan online diarahkan untuk antre bersama pelanggan reguler hingga antrean mengular sampai ke pintu. Mohon perbaikan integrasi layanan online dan offline.,negative,Kopi Kenangan
"Pelayanan nya ramah, pembuatan minuman nya juga tidak menunggu terlalu lama, rasa minumannya enak, tapi ya standar kaya yg lain aja. Tempat nya enak buat nongkrong, recommended.","1088|||Pelayanannya ramah, pembuatan minuman tidak memakan waktu lama, rasanya enak meskipun standar seperti tempat lain. Tempatnya enak untuk nongkrong, direkomendasikan.",positive,Kopi Kenangan
Matcha latte &kopi gula aren latte enak enak tempatnya nyaman ,506|||Matcha latte dan kopi gula aren latte rasanya enak; tempatnya nyaman.,positive,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
Ademmmm,1389|||Sejuk.,positive,Kopi Kenangan
Kopi kenangan enak banget,Kopi Kenangan sangat enak.,positive,Kopi Kenangan
Great wifi and affordable coffee,"Tempat yang nyaman untuk bekerja atau berdiskusi. Hanya saja, di lantai dua jumlah stopkontak untuk mengisi daya terbatas, namun setiap kali saya datang, selalu ada minimal satu yang tersedia. Tidak tersedia wifi. Ada area merokok di balkon lantai dua.",positive,Kopi Kenangan
"Proses lama yang kerja sendiri,yang beli banyak. Menajem nya aneh.kasian pelayanya.","1344|||Proses lama ketika pekerja sendirian melayani banyak pembeli; manajemennya kurang baik, kasihan pelayan.",negative,Kopi Kenangan
"saya ngopi disini baru pertama kali semalem, tapi buat first impression nya oke di bagian serving. tapi buat kebersihan secara detail, kursi rotan yang ada di lt 2 area smoking itu sangat tidak rekomendasi. kenapa? setelah duduk disana, badan saya langsung gatal-gatal, semua tumbuh bentol karena kursi yang kotor dan berdebu. bukan hanya saya, tapi teman saya juga merasakan hal yang sama. niat mau minum kopi dengan tenang malah harus garuk-garuk badan karna gatel banget","531|||Pertama kali saya ngopi di sini semalam; kesan pertama bagian pelayanan bagus. Namun mengenai kebersihan, kursi rotan di lantai 2 area smoking sangat tidak direkomendasikan: setelah duduk badan saya langsung gatal dan muncul bentol karena kursi kotor dan berdebu; teman saya juga mengalami hal serupa. Niat ingin minum kopi dengan tenang malah terganggu karena gatal.",positive,Kopi Kenangan
Keren,791|||Keren.,positive,Kopi Kenangan
Pelayanan sangat lelet ngabisin waktu doang,552|||Pelayanannya sangat lambat sehingga membuang-buang waktu.,negative,Kopi Kenangan
Enakkkss,1438|||Sangat enak.,positive,Kopi Kenangan
Menu tidak update,958|||Menu tidak diperbarui.,negative,Kopi Kenangan
Ok dong harga gak terlalu mahal tempat enak cuma musiknya kdg terlalu kenceng,"562|||Harga tidak terlalu mahal, tempat enak namun kadang musik terlalu kencang.",positive,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","1049|||Pelayanan dan tempat oke, namun petugas parkir bersikap tidak menyenangkan: diberi Rp3.000 masih meminta lebih meskipun membawa motor. Mohon manajemen Kopken mengajarkan attitude kepada petugas parkir.",negative,Kopi Kenangan
Bad service,Pelayanan yang buruk.,negative,Kopi Kenangan
Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok,1033|||Saya menunggu 15 menit pada siang hari tetapi sama sekali tidak dilayani oleh kasir; pelayanannya sangat mengecewakan sehingga membuat kapok.,negative,Kopi Kenangan
"Proses lama yang kerja sendiri,yang beli banyak. Menajem nya aneh.kasian pelayanya.","1344|||Proses lama ketika pekerja sendirian melayani banyak pembeli; manajemennya kurang baik, kasihan pelayan.",negative,Kopi Kenangan
udah deh gamau pulang,"1308|||Sudah betah, tidak ingin pulang.",positive,Kopi Kenangan
Ok,Selalu memuaskan.,positive,Kopi Kenangan
Enang utk istirahat,Enak untuk istirahat.,positive,Kopi Kenangan
Dibawa untuk dikendaraan mobil cocok,1416|||Cocok dibawa untuk perjalanan dengan mobil.,positive,Kopi Kenangan
Bersih dan rapi tempatnya bikin nyaman,676|||Bersih dan rapi; tempatnya membuat nyaman.,positive,Kopi Kenangan
"Almond croissant nya enak, aku beli 2 karna kaya yg enak, ternyata enak banget + di makannya masih hangatt","655|||Almond croissant-nya enak; saya membeli dua karena terlihat enak, dan ternyata sangat lezat serta masih hangat saat dimakan.",positive,Kopi Kenangan
Tempat kurang nyaman,1387|||Tempat agak kurang nyaman.,negative,Kopi Kenangan
"tempat nya enak dan nyaman sekali untuk menugas dan mengobrol santai. tempat nya sangat luas juga ada 2 lantai.
barista nya ramah ramah,dan karna udah sering kesana jadi barista nya udah tau mau pesen apa.
tapi,apa wajib membayar parkir?
baru banget dapet kejadian yg bikin jadi tempat ini kurang nyaman karna ada tukang parkir yang ga ramah dan ga sopan.
di minta tiap keluar 2000 rupiah, pernah di kasih 1000 rupiah ga terima dan malah di lempar gitu aja. jujur tempatnya enak dan nyaman banget,tapi karna ada juru parkir yang ga sopan jadi males kesana lagi.
SARAN AJA KALO SEMISAL BEBAS PARKIR,MOHON UNTUK DI KASIH TULISAN BEBAS PARKIR BIAR TIDAK ADA PUNGLI.","551|||Tempat nyaman dan sangat cocok untuk bekerja atau ngobrol santai; tempat luas dengan dua lantai. Barista ramah dan karena saya sering datang mereka sudah mengenali pesanan saya. Namun perlukah membayar parkir? Baru-baru ini saya mengalami kejadian tidak menyenangkan dengan tukang parkir yang tidak ramah dan tidak sopan; diminta biaya Rp2.000 setiap keluar, ketika memberi Rp1.000 tidak diterima dan uang dilemparkan. Tempatnya enak namun keberadaan juru parkir yang tidak sopan membuat enggan kembali. Saran: jika parkir gratis, mohon dipasang papan “Bebas Parkir” agar tidak terjadi pungli.",positive,Kopi Kenangan
"kopinya mantap ,pelayanannya juga sangat ramah",Baik.,positive,Kopi Kenangan
"Kalau keteteran harus buka loker, jangan cuma 2 org yg melayani","Jika ada keterbatasan tenaga, mohon tambahkan staf agar layanan tidak melambat.",negative,Kopi Kenangan
Instagram: Propertyperumahanbandung,659|||Instagram: Propertyperumahanbandung,positive,Kopi Kenangan
"Karyawan yang kurang sopan

Cas laptop saya malah dirusak disaat karyawan membersih  meja disekitar , malah tali kabel main tendang aja

Tidak ada kehati hatiann dalam bekerja .
Apakah ini bagian dari usir konsumen , saya menggunakan ruangan juga masih ada yang lebih lama dari saya .

Warung semakin banyak , dan semakin ketat bersaing , sehingga konsumen lebih sensitif menilai pelayanan",513|||Karyawan kurang sopan. Laptop saya rusak saat karyawan membersihkan meja sekitar; kabel ditendang sehingga rusak. Tidak ada kehati-hatian dalam bekerja. Apakah ini bentuk pengusiran konsumen? Saya juga memperhatikan ada pengunjung yang duduk lebih lama dari saya namun tidak diusir. Persaingan antar warung semakin ketat sehingga konsumen menjadi lebih sensitif menilai pelayanan.,negative,Kopi Kenangan
Kopi yg paling ku suku,Kopi yang paling saya sukai.,positive,Kopi Kenangan
Nice...,Bagus.,positive,Kopi Kenangan
Ada tukang palkir nya,680|||Ada petugas parkir di sana.,negative,Kopi Kenangan
"Seminggu hampir 3-4x kesini dan aman² aja,, baru hari ini mau pake debit CIMB niaga karena ada promo langsung ditolak padahal sebelumnya sama barista cowo oke² aja mau pake debit... Ini barista cewe rada ribet nih males ngurus yg promo bukan karena jaringan eror...","Saya sering datang 3–4 kali seminggu, biasanya aman. Namun pada kesempatan tertentu saat saya mencoba memakai debit CIMB Niaga karena ada promo, transaksi ditolak; barista pria sebelumnya melayani tanpa masalah, namun barista wanita terlihat enggan mengurus promo sehingga merepotkan.",negative,Kopi Kenangan
Prosesnya  lama banget....sampai kesel  nungguin,"Prosesnya lama sekali, sampai kesal menunggu.",negative,Kopi Kenangan
Pelayanan buruk masa ga ada bill mau beli alasan gangguan harus nya gratis dong kalo ga ada bill aneh buruk superrrrr pelayanan buruk nyediain kopi aja lama hmpir 20mnt,"1076|||Pelayanan buruk: saat tidak ada struk dikatakan gangguan sehingga seharusnya gratis — hal ini aneh dan buruk. Penyajian kopi sangat lama, hampir 20 menit.",negative,Kopi Kenangan
GOOD PLACE,1008|||Tempat yang baik.,positive,Kopi Kenangan
Pelayanan lelet yg kerja cuma 1 orang,995|||Pelayanannya lambat karena hanya satu orang yang bekerja.,negative,Kopi Kenangan
"Baristanya ga faham masalah gram an sugar ya? Saya langganan beli di jakarta request less sugar selalu pas tapi disini sama sekali ga manis. Seperti SLIGHT instead of LESS. Giliran minta tambahin sedikit sesuai ukuran normal saja orangnya bilangnya sudah sesuai SOP. Trs saya beli lagi yg normal sugar manisnya luar biasa. However selera customer beda2, kalo kedai kopi ribet & gabisa adjust sesuai selera customer dan barista nya GA PAHAM masalah gram an, mending skip aja lah. Kita disini customer bayar ga gratis.","Beberapa barista tampaknya belum memahami takaran gula per gram. Saya langganan beli di Jakarta dan selalu minta less sugar, tetapi di cabang ini hasilnya terlalu tawar—seperti sedikit bukan kurang. Ketika saya minta tambah gula agar sesuai takaran normal, alasan staf bahwa sudah sesuai SOP tidak memuaskan. Selera pelanggan berbeda-beda; jika kedai tidak dapat menyesuaikan takaran sesuai permintaan, lebih baik tidak menawarkan opsi yang membingungkan.",negative,Kopi Kenangan
"Tempat ngopi sambil WFC, cocok banget karna nyaman dan tenang.
Service nya bagus, cepet, ramah. Temenku kurang grass jelly di kopi nya langsung ditawari gelas baru / tambah aja.
Enak sih kayak minim gangguan gitu, buat ngobrol sama temen jugaa oke bgt.","503|||Tempat untuk menikmati kopi sambil bekerja (work from cafe) sangat cocok karena nyaman dan tenang. Pelayanannya baik, cepat, dan ramah. Teman saya merasa kurang dengan grass jelly di kopinya, lalu langsung ditawarkan gelas baru atau tambahan. Suasananya tenang sehingga nyaman untuk berbincang dengan teman.",positive,Kopi Kenangan
